Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Mang Dedoy's Store,78729,12/02/2014,84,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.4538124249216, -97.7733292072253)",10532979,Routine Inspection
Muangthai Thai Cuisine,78717,12/02/2014,70,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.4710644324053, -97.7964444432293)",10246937,Routine Inspection
Pi Kappa Alpha Beta Mu Chapter,78705,12/02/2014,93,"2400 LEON ST
AUSTIN, TX 78705
(30.2886147140119, -97.7498427454703)",2800844,Routine Inspection
Tanney St. - Cain's Fine Catering,78721,12/02/2014,100,"4602 TANNEY ST
AUSTIN, TX 78721
(30.2731483245707, -97.6901755029726)",10559125,Routine Inspection
Target Store T-0095,78758,12/02/2014,97,"8601 RESEARCH BLVD
AUSTIN, TX 78758
(30.362566650194, -97.7156903007975)",2800592,Routine Inspection
Round Rock ISD stadium complex,78717,12/02/2014,100,"10211 W PARMER LN
AUSTIN, TX 78717
(30.4924934241317, -97.7741072242531)",2801830,Routine Inspection
Papa John's Pizza #930,78758,12/02/2014,91,"1925 RUTLAND DR
AUSTIN, TX 78758
(30.3788756448479, -97.7130952607857)",2800815,Routine Inspection
East Side Cafe,78722,12/02/2014,90,"2113 MANOR RD
AUSTIN, TX 78722
(30.2840032568605, -97.7195035978096)",2800183,Routine Inspection
Bluebonnet Food Mart,78704,12/02/2014,80,"1701 BLUEBONNET LN
AUSTIN, TX 78704
(30.254696658347, -97.7719916021561)",10543229,Routine Inspection
15th Street Cafe,78701,12/02/2014,93,"303 W 15TH ST
AUSTIN, TX 78701
(30.2775019641067, -97.7425547470641)",2801033,Routine Inspection
MN - Zetroc Coffee House,78653,12/02/2014,97,"10814 E US 290 HWY
MANOR, TX 78653
(30.3487371472746, -97.5610844275296)",11013508,Routine Inspection
Orange Leaf Self Serve Frozen Yogurt,78748,12/02/2014,93,"9600 S IH
AUSTIN, TX 78748
(30.1605736545806, -97.7924459808281)",10828816,Routine Inspection
Flightpath Coffeehouse,78751,12/02/2014,97,"5011 DUVAL ST
AUSTIN, TX 78751
(30.313788633997, -97.7198938304283)",2801741,Routine Inspection
Austin's Pizza #23,78731,12/02/2014,97,"3637 FAR WEST BLVD
AUSTIN, TX 78731
(30.3546712739985, -97.7564783867794)",2802912,Routine Inspection
WL - Royal Fig Catering,78746,12/02/2014,97,"4238 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2850020556689, -97.8117701695263)",10358157,Routine Inspection
Corner Store #1300,78741,12/02/2014,91,"6306 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2250463434863, -97.7029638950593)",2803526,Routine Inspection
SV - La Madeleine,78745,12/02/2014,93,"5493 BRODIE LN
SUNSET VALLEY, TX 78745
(30.2296449507524, -97.8197467619412)",10045198,Routine Inspection
Austin Terrier,78731,12/02/2014,97,"3435 GREYSTONE DR
AUSTIN, TX 78731
(30.3574485759224, -97.7483875316112)",10639485,Routine Inspection
Sushi Junai,78701,12/02/2014,63,"1612 LAVACA ST
AUSTIN, TX 78701
(30.279059229971, -97.7417666779068)",11082783,Routine Inspection
Wendy's W104,78745,12/02/2014,86,"4115 S CONGRESS AVE
AUSTIN, TX 78745
(30.2217265695922, -97.7643362522036)",11119286,Routine Inspection
Shandeez Grill,78729,12/02/2014,100,"8863 ANDERSON MILL RD
AUSTIN, TX 78729
(30.4538124249216, -97.7733292072253)",10547395,Routine Inspection
Zachary Scott Theatre Center,78704,12/02/2014,97,"202 S LAMAR BLVD
AUSTIN, TX 78704
(30.2640954986519, -97.7577307015448)",10811324,Routine Inspection
Crestview United Methodist Church,78757,12/02/2014,100,"1300 MORROW ST
AUSTIN, TX 78757
(30.3473390173959, -97.7228984923501)",10171865,Routine Inspection
Margarita's Mexican Grill,78729,12/02/2014,70,"6301 W PARMER LN
AUSTIN, TX 78729
(30.4453201879763, -97.7437144742528)",10897746,1st Follow Up to Routine of 50 - 69
"CB's"" at Stubb's Bar-B-Q""",78701,12/02/2014,97,"809 RED RIVER ST
AUSTIN, TX 78701
(30.268989019249, -97.7360024820261)",11070017,Routine Inspection
Rio Rita,78702,12/02/2014,87,"1308 E 6TH ST
AUSTIN, TX 78702
(30.2641008542692, -97.7286470442575)",10004903,Routine Inspection
FM 973 Express,78615,12/02/2014,86,"20306 N FM 973 RD
PFLUGERVILLE, TX 78615
(30.4647346615071, -97.4684251313356)",2802544,Routine Inspection
BabyG's Snack Bar,78753,12/02/2014,78,"900 E BRAKER LN
AUSTIN, TX 78753
(30.3768638824584, -97.6733633334514)",10861115,Routine Inspection
Lost Creek Country Club,78746,12/02/2014,85,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.2736689817163, -97.8503644719051)",2800703,Routine Inspection
WL - Waterfall Restaurant @ Westlake Surgical,78746,12/02/2014,88,"5656 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2949813219593, -97.8244420408279)",2803254,Routine Inspection
Sputnik,78702,12/02/2014,83,"1300 E 6TH ST
AUSTIN, TX 78702
(30.2642965676193, -97.7292097006219)",10162381,Routine Inspection
Torchy's Tacos,78749,12/02/2014,91,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2213885490963, -97.8396535670048)",10363316,Routine Inspection
Tanney St. - Friend of a Friend Catering,78721,12/02/2014,96,"4602 TANNEY ST
AUSTIN, TX 78721
(30.2731483245707, -97.6901755029726)",10228355,Routine Inspection
Zachary Scott Theatre,78704,12/02/2014,100,"1510 TOOMEY RD
AUSTIN, TX 78704
(30.2639783101831, -97.7587444188831)",2801255,Routine Inspection
Panera Bread,78749,12/02/2014,87,"4625 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.2233678035523, -97.8435956034669)",10124781,Routine Inspection
Last Call-PF Neighborhood Bar,78660,12/02/2014,100,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.4556994193517, -97.6591151763555)",11118618,Routine Inspection
LW - Lakeway Valero,78734,12/02/2014,96,"2103 S FM 620 RD
LAKEWAY, TX 78734
(30.3427565388588, -97.96653060968)",2803881,Routine Inspection
Hea Cafe,78704,12/02/2014,78,"502 1 2 E BEN WHITE BLVD
AUSTIN, TX 78704
(30.2212391616257, -97.7568680433918)",10115456,Routine Inspection
Lost Creek Ctry Club Snack Bar,78746,12/02/2014,97,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.2736689817163, -97.8503644719051)",2800571,Routine Inspection
Stubb's,78701,12/02/2014,75,"801 RED RIVER ST
AUSTIN, TX 78701
(30.268604469393, -97.7361625397598)",2800835,Routine Inspection
Rack Daddy,78728,12/02/2014,100,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.435245799525, -97.6742974117928)",2801505,Routine Inspection
Lost Creek Ctry Club Halfwy Hs,78746,12/02/2014,97,"2612 LOST CREEK BLVD
AUSTIN, TX 78746
(30.2736689817163, -97.8503644719051)",2800702,Routine Inspection
"BC - Yogurt Planet, LLC",78738,12/02/2014,100,"12801 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.3088546356002, -97.9405395537906)",10262867,Routine Inspection
Schlotzsky's,78757,12/02/2014,87,"2545 W ANDERSON LN
AUSTIN, TX 78757
(30.3563941127216, -97.7323192783032)",10004367,Routine Inspection
La Michoacana Meat Market,78745,12/02/2014,94,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.2082563731793, -97.7801290719238)",2803773,Routine Inspection
La Michoacana,78745,12/02/2014,76,"512 W STASSNEY LN
AUSTIN, TX 78745
(30.2082563731793, -97.7801290719238)",2801720,Routine Inspection
Walgreens #04704,78751,12/02/2014,100,"4501 GUADALUPE ST
AUSTIN, TX 78751
(30.3109220650273, -97.7327039348738)",2803742,Routine Inspection
Whataburger #347,78757,12/02/2014,90,"2801 W ANDERSON LN
AUSTIN, TX 78757
(30.3586757805769, -97.7371132384647)",2800287,Routine Inspection
Family Dollar Store #6011,78757,12/02/2014,96,"8764 RESEARCH BLVD
AUSTIN, TX 78757
(30.366175924923, -97.7199099009372)",10403572,Routine Inspection
St. Gabriel Catholic School,78735,12/02/2014,100,"2500 WIMBERLY LN
AUSTIN, TX 78735
(30.2919421333112, -97.8741104200551)",2801307,Routine Inspection
Baby Acapulco #3,78751,12/01/2014,80,"5610 N IH
AUSTIN, TX 78751
(30.3161202049487, -97.7083790428616)",2800982,Routine Inspection
Chipotle Mexican Grill #973,78723,12/01/2014,83,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.3063597043884, -97.7091676749363)",10176511,Routine Inspection
Yo So Cool,78723,12/01/2014,100,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.3063597043884, -97.7091676749363)",10410518,Routine Inspection
Abiding Love Lutheran Child,78749,12/01/2014,100,"4612 CONVICT HILL RD
AUSTIN, TX 78749
(30.2176467147407, -97.8469099159085)",2800947,Routine Inspection
Whole Foods - Prepared Foods #2,78703,12/01/2014,94,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2705749547638, -97.7540612910714)",2803045,Routine Inspection
C- Mart #9,78758,12/01/2014,93,"8523 RESEARCH BLVD
AUSTIN, TX 78758
(30.3601658586301, -97.7161082919675)",2803812,Routine Inspection
Subway #29113,78748,12/01/2014,90,"9911 BRODIE LN
AUSTIN, TX 78748
(30.1845276638549, -97.8485939341403)",2802216,Routine Inspection
Whole Foods - Prepared Foods # 1,78703,12/01/2014,82,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2705749547638, -97.7540612910714)",2802786,Routine Inspection
Austin's Park n Pizza,78660,12/01/2014,85,"16231 N IH
AUSTIN, TX 78660
(30.4633215198904, -97.6677900118336)",2801896,Routine Inspection
Snappy Snacks - Meat Market,78660,12/01/2014,97,"1608 CENTURY ST
AUSTIN, TX 78660
(30.4505322370554, -97.6629727765397)",10610827,Routine Inspection
Onion Creek Texaco,78747,12/01/2014,100,"11031 S IH
AUSTIN, TX 78747
(30.1412897566217, -97.7949632496342)",10082729,Routine Inspection
Snappy Snacks Kitchen,78660,12/01/2014,86,"15630 VISION DR
AUSTIN, TX 78660
(30.450319641879, -97.6622579849578)",10338000,Routine Inspection
Pelons,78701,12/01/2014,75,"802 RED RIVER ST
AUSTIN, TX 78701
(30.2687318921409, -97.7366145915243)",10730245,Routine Inspection
Taco Bell,78758,12/01/2014,94,"1825 W PARMER LN
AUSTIN, TX 78758
(30.413714896447, -97.6928614449026)",11066597,Routine Inspection
Omni Barton Creek Resort & Spa-Halfway House,78735,12/01/2014,97,"8511 CARRANZO DR
AUSTIN, TX 78735
(30.2714913329381, -97.8773754952331)",11084444,Routine Inspection
Tropical Smoothie Cafe,78741,12/01/2014,87,"1020 GROVE BLVD
AUSTIN, TX 78741
(30.2361463237272, -97.7048240928801)",11099463,Routine Inspection
HEB Food Store #659,78613,12/01/2014,96,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.4759430371357, -97.8025813361616)",10848394,Routine Inspection
7-Eleven #22245,78704,12/01/2014,96,"2103 S CONGRESS AVE
AUSTIN, TX 78704
(30.2431796492654, -97.7517781436184)",10159452,Routine Inspection
Lubys Etc at Lavaca,78701,12/01/2014,72,"700 LAVACA ST
AUSTIN, TX 78701
(30.2703444096192, -97.7452191353007)",10848345,Routine Inspection
Just Add Chef - The Jalopy,78722,12/01/2014,100,"3505 N IH
AUSTIN, TX 78722
(30.2930802648481, -97.7202167617843)",10857996,Routine Inspection
Whole Foods Market - Retail Foods,78703,12/01/2014,93,"525 N LAMAR BLVD
AUSTIN, TX 78703
(30.2705749547638, -97.7540612910714)",2804053,Routine Inspection
Tokyo Garden Catering,78613,12/01/2014,100,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.4759430371357, -97.8025813361616)",10854075,Routine Inspection
La Madeleine,78613,12/01/2014,93,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.4759430371357, -97.8025813361616)",11079706,Routine Inspection
Snow Pea Asian Bistro,78613,12/01/2014,90,"14028 N US 183 HWY
AUSTIN, TX 78613
(30.4759430371357, -97.8025813361616)",11016282,Routine Inspection
MN - Domino's Pizza,78653,12/01/2014,96,"11211 E US 290 HWY
MANOR, TX 78653
(30.3484364642667, -97.5556074608658)",11018822,Routine Inspection
Chili's,78753,12/01/2014,92,"12901 N IH
AUSTIN, TX 78753
(30.4136762945008, -97.6722559231121)",2801922,Routine Inspection
Lit'l Fries Learning Center,78660,12/01/2014,100,"15504 SPRING HILL LN
PFLUGERVILLE, TX 78660
(30.4444077307754, -97.6521701784787)",10987308,Routine Inspection
Starbucks Coffee #14663,78744,12/01/2014,100,"7709 E BEN WHITE BLVD
AUSTIN, TX 78744
(30.2177245913723, -97.6897522001591)",10195157,Routine Inspection
7-Eleven Store # 36999,78701,12/01/2014,79,"823 CONGRESS AVE
AUSTIN, TX 78701
(30.2705902163126, -97.741451656027)",11092884,Routine Inspection
Speedy Stop,78728,11/26/2014,97,"14735 BRATTON LN
AUSTIN, TX 78728
(30.4462461642284, -97.6857713838135)",2804114,Routine Inspection
Panda Express #318,78613,11/26/2014,96,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.4705647438406, -97.8065482861932)",2800768,Routine Inspection
McDonald's #24993,78727,11/26/2014,92,"6010 W PARMER LN
AUSTIN, TX 78727
(30.4435586440652, -97.7412535745611)",2802305,Routine Inspection
Taqueria Arandinas,78745,11/26/2014,85,"700 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1976021105092, -97.7879508575597)",10292358,Routine Inspection
Dunkin Donuts,78759,11/26/2014,94,"12200 RESEARCH BLVD
AUSTIN, TX 78759
(30.4256781208899, -97.7536548811174)",10861871,Routine Inspection
State Theatre,78701,11/26/2014,92,"719 CONGRESS AVE
AUSTIN, TX 78701
(30.2695690478797, -97.7418289404666)",2801218,Routine Inspection
Donut Palace,78728,11/26/2014,94,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.4356688568231, -97.6835359049962)",10353767,Routine Inspection
Sonic,78728,11/26/2014,97,"1637 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.4391754827233, -97.6710197701732)",2801491,Routine Inspection
Total Fitness and Nutrition,78750,11/26/2014,100,"13776 N US 183 HWY
AUSTIN, TX 78750
(30.462188303905, -97.7972139394889)",2802669,Routine Inspection
Wendy's W-102/1682,78731,11/26/2014,100,"3596 FAR WEST BLVD
AUSTIN, TX 78731
(30.3544582997114, -97.7546399333933)",11119789,Routine Inspection
Firehouse Subs,78758,11/26/2014,87,"11101 BURNET RD
AUSTIN, TX 78758
(30.3954579075658, -97.7194445594794)",10708172,Routine Inspection
Camino Real Restaurant,78759,11/26/2014,71,"8650 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.4332764278328, -97.7717358020204)",2800117,Routine Inspection
Yogo Bowl,78729,11/26/2014,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.4453201879763, -97.7437144742528)",11020883,Routine Inspection
McDonalds,78705,11/26/2014,78,"414 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78705
(30.282239579183, -97.7429154299223)",2801928,Routine Inspection
Pizza Hut,78702,11/26/2014,93,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272211588619, -97.6980653554362)",2802789,Routine Inspection
TCBY,78701,11/26/2014,93,"303 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.2812309619874, -97.7409008545212)",2801749,Routine Inspection
Master Donuts,78741,11/26/2014,88,"6100 E RIVERSIDE DR
AUSTIN, TX 78741
(30.226422698817, -97.7057426781873)",11122788,Routine Inspection
Mother's Cafe,78751,11/26/2014,89,"4215 DUVAL ST
AUSTIN, TX 78751
(30.3043989932029, -97.7259396614626)",2800618,Routine Inspection
Paramount Theatre,78701,11/26/2014,100,"713 CONGRESS AVE
AUSTIN, TX 78701
(30.2692736841375, -97.7419113395098)",2800149,Routine Inspection
McDonald's,78731,11/26/2014,90,"5762 N MOPAC EXPY
AUSTIN, TX 78731
(30.3385142669633, -97.7557208947066)",2800977,Routine Inspection
Vasquez Mexican Restaurant #2,78758,11/26/2014,87,"9063 RESEARCH BLVD
AUSTIN, TX 78758
(30.3743994863117, -97.7273427488646)",2801933,Routine Inspection
First Stop Food Store #2,78759,11/26/2014,97,"11655 RESEARCH BLVD
AUSTIN, TX 78759
(30.4174552516669, -97.7459024825485)",2803457,Routine Inspection
Long John Silver's,78704,11/26/2014,94,"1910 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.2305834788371, -97.7875406878073)",10007069,Routine Inspection
Just Add Chef - Nimble Foods Austin,78722,11/25/2014,100,"3505 N IH
AUSTIN, TX 78722
(30.2930802648481, -97.7202167617843)",11084333,Routine Inspection
Saint Michael's Catholic Academy Dining Hall,78735,11/25/2014,97,"3000 BARTON CREEK BLVD
AUSTIN, TX 78735
(30.2878594088093, -97.874749794192)",10648762,Routine Inspection
IBM - Kitchen-Bldg 908,78758,11/25/2014,93,"11501 BURNET RD
AUSTIN, TX 78758
(30.4001217904244, -97.7184630279365)",2801114,Routine Inspection
"Schlotzsky's Stores, LLC",78729,11/25/2014,96,"6301 W PARMER LN
AUSTIN, TX 78729
(30.4453201879763, -97.7437144742528)",10004382,Routine Inspection
Las Delicias Meat Market-Kitchen,78745,11/25/2014,90,"111 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.192772800545, -97.7795369228096)",2802257,Routine Inspection
Subway,78745,11/25/2014,88,"5608 MANCHACA RD
AUSTIN, TX 78745
(30.2152541435868, -97.7984811857626)",2801680,Routine Inspection
Star Stop 74,78705,11/25/2014,93,"2819 GUADALUPE ST
AUSTIN, TX 78705
(30.2949047180537, -97.7423474899097)",11027963,Routine Inspection
Sushi Nara,78722,11/25/2014,97,"3909 N IH
AUSTIN, TX 78722
(30.2962267195061, -97.7176571646697)",10928422,Routine Inspection
Domino's Pizza,78660,11/25/2014,100,"1420 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.4419686713771, -97.6629144893045)",11002186,Routine Inspection
Hotbreads Austin,78729,11/25/2014,76,"7318 MC NEIL DR
AUSTIN, TX 78729
(30.4357267393405, -97.7676488548604)",10522431,Routine Inspection
Chipotle Mexican Grill #1723,78704,11/25/2014,93,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.2476429126569, -97.7754797574084)",10828111,Routine Inspection
Biryani Pot Indian Cuisine,78758,11/25/2014,85,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.4174621728585, -97.7028442208035)",11016302,Routine Inspection
Las Delicias Meat Market-Bakery,78745,11/25/2014,91,"111 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.192772800545, -97.7795369228096)",10343583,Routine Inspection
Health South Rehab Hospital of Austin,78701,11/25/2014,92,"1215 RED RIVER ST
AUSTIN, TX 78701
(30.2731075317177, -97.7347073718434)",2801383,Routine Inspection
West Ridge Middle School,78733,11/25/2014,100,"9201 SCENIC BLUFF DR
AUSTIN, TX 78733
(30.3024713602958, -97.8855146266596)",2800695,Routine Inspection
Smoothie King,78751,11/25/2014,100,"4601 N LAMAR BLVD
AUSTIN, TX 78751
(30.3150231837207, -97.7354720932112)",10543823,Routine Inspection
Mister Tramps,78758,11/25/2014,90,"8565 RESEARCH BLVD
AUSTIN, TX 78758
(30.3614422181551, -97.7162520621464)",10214792,Routine Inspection
Whataburger,78705,11/25/2014,97,"2800 GUADALUPE ST
AUSTIN, TX 78705
(30.2934996298746, -97.7422283319948)",10434244,Routine Inspection
Baskin Robbins,78717,11/25/2014,93,"9900 W PARMER LN
AUSTIN, TX 78717
(30.487044100074, -97.7702197751362)",10232641,Routine Inspection
Chili's  #484,78613,11/25/2014,89,"11012 PECAN PARK BLVD
AUSTIN, TX 78613
(30.4673652322701, -97.8038325404477)",2801110,Routine Inspection
Sunrise Mini Mart,78757,11/25/2014,91,"1809 W ANDERSON LN
AUSTIN, TX 78757
(30.353245463699, -97.7256255903532)",2803500,Routine Inspection
Barton Creek Elementary,78733,11/25/2014,97,"1370 PATTERSON RD
AUSTIN, TX 78733
(30.3038870644659, -97.8785725345732)",2800711,Routine Inspection
Corner Store #2169,78744,11/25/2014,93,"4602 E STASSNEY LN
AUSTIN, TX 78744
(30.1943175340152, -97.7451122704479)",2800441,Routine Inspection
Longbranch Inn,78702,11/25/2014,100,"1133 E 11TH ST
AUSTIN, TX 78702
(30.2685711007259, -97.7281136993714)",2802276,Routine Inspection
KFC #Y343092,78727,11/25/2014,94,"1700 W PARMER LN
AUSTIN, TX 78727
(30.4128317853672, -97.6889178676596)",2801794,Routine Inspection
Justine's,78702,11/25/2014,84,"4710 E 5TH ST
AUSTIN, TX 78702
(30.2532407366019, -97.7005747638334)",10167508,Routine Inspection
El Pollo Rico # 12,78757,11/25/2014,86,"8702 RESEARCH BLVD
AUSTIN, TX 78757
(30.3636606323223, -97.7183541562767)",11151281,Routine Inspection
Just Add Chef,78722,11/25/2014,97,"3505 N IH
AUSTIN, TX 78722
(30.2930802648481, -97.7202167617843)",10192784,Routine Inspection
Sagra,78702,11/25/2014,75,"1050 E 11TH ST
AUSTIN, TX 78702
(30.2692866807207, -97.7290007235336)",10881874,Routine Inspection
Stepping Stone School,78750,11/25/2014,89,"12301 HYMEADOW DR
AUSTIN, TX 78750
(30.4543012054646, -97.7968897116661)",10243103,Routine Inspection
Brick Oven Restaurant,78701,11/25/2014,82,"1209 RED RIVER ST
AUSTIN, TX 78701
(30.260016671816, -97.7400402238618)",2800996,Routine Inspection
Kolache Shoppe,78757,11/25/2014,72,"7113 BURNET RD
AUSTIN, TX 78757
(30.3474647627904, -97.7354560063439)",2800175,Routine Inspection
KFC  Y343053,78728,11/25/2014,100,"14824 N IH
AUSTIN, TX 78728
(30.4411784149496, -97.6696661620674)",2801315,Routine Inspection
Texas Land & Cattle,78613,11/24/2014,81,"14010 N US 183 HWY
AUSTIN, TX 78613
(30.4737191093273, -97.8013255206834)",2802509,Routine Inspection
Flattrack Coffee,78702,11/24/2014,94,"913 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2604775718446, -97.7348247373989)",11130673,Routine Inspection
Yeti Frozen Custard,78745,11/24/2014,100,"1606 W STASSNEY LN
AUSTIN, TX 78745
(30.2137835387917, -97.7930076343378)",10898105,Routine Inspection
Hat Creek Burger Company,78756,11/24/2014,100,"5400 BURNET RD
AUSTIN, TX 78756
(30.328362851935, -97.7399739722751)",10345923,Routine Inspection
Conans Pizza - South,78745,11/24/2014,86,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.2162363522369, -97.7982585923007)",2800196,Routine Inspection
Randall's #2485,78745,11/24/2014,93,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.2292515780694, -97.7900984258053)",2803467,Routine Inspection
"360 Pizza, LLC",78731,11/24/2014,81,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3605715296033, -97.7896448541644)",10833958,Routine Inspection
Paco's Tacos,78723,11/24/2014,89,"1304 E 51ST ST
AUSTIN, TX 78723
(30.3075114137519, -97.7058221612064)",10470316,Routine Inspection
Domino's Pizza Store #6609,78704,11/24/2014,93,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.2517771391099, -97.7640999941054)",10996570,Routine Inspection
Cocina de Consuelo,78756,11/24/2014,92,"4516 BURNET RD
AUSTIN, TX 78756
(30.3160744771034, -97.7414113251547)",2803082,Routine Inspection
7-Eleven Convenience Store # 36263A,78727,11/24/2014,97,"3801 W PARMER LN
AUSTIN, TX 78727
(30.4240221827458, -97.7134555919563)",11067024,Routine Inspection
Rudy's Country Store and BBQ,78746,11/24/2014,92,"2451 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.263868024313, -97.8148108652331)",2801090,Routine Inspection
Open Door Preschool,78722,11/24/2014,100,"2918 E MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78722
(30.2821964631618, -97.7076449863265)",10670645,Routine Inspection
Mi Casa Mexican Restaurant,78757,11/24/2014,89,"8766 RESEARCH BLVD
AUSTIN, TX 78757
(30.3663045629561, -97.7198786672954)",10389405,Routine Inspection
Atria at the Arboretum,78759,11/24/2014,86,"9306 GREAT HILLS TRL
AUSTIN, TX 78759
(30.392114628553, -97.7571255984057)",10876703,Routine Inspection
Genuine Joe Coffee House,78757,11/24/2014,100,"2001 W ANDERSON LN
AUSTIN, TX 78757
(30.3541147101267, -97.7273017120445)",2802824,Routine Inspection
Shop 24,78701,11/24/2014,100,"213 E 6TH ST
AUSTIN, TX 78701
(30.2672860139492, -97.7410006749305)",2800797,Routine Inspection
Courtesy Shell # 3,78745,11/24/2014,93,"616 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.1973227292176, -97.7873170690543)",11130484,Routine Inspection
Haymaker,78722,11/24/2014,97,"2310 MANOR RD
AUSTIN, TX 78722
(30.2848001462391, -97.7175813575604)",11008403,Routine Inspection
Tokyo Electron #6273,78741,11/24/2014,90,"2400 GROVE BLVD
AUSTIN, TX 78741
(30.222465054167, -97.7096859990208)",2800816,Routine Inspection
Ronnies Real Food,78733,11/24/2014,97,"205 S COMMONS FORD RD
AUSTIN, TX 78733
(30.3327042244047, -97.8852107907728)",2801868,Routine Inspection
Third Base,78729,11/24/2014,84,"13301 N US 183 HWY
AUSTIN, TX 78729
(30.4454733565225, -97.7846330411109)",10938348,Routine Inspection
Starbucks  #6356,78704,11/24/2014,90,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.2517771391099, -97.7640999941054)",2801683,Routine Inspection
Open Door Preschool-East,78722,11/24/2014,97,"3804 CHERRYWOOD RD
AUSTIN, TX 78722
",10243700,Routine Inspection
Waterloo Ice House,78731,11/24/2014,71,"6203 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.3605715296033, -97.7896448541644)",2802115,Routine Inspection
Lone Star Family Market,78757,11/24/2014,97,"8756 RESEARCH BLVD
AUSTIN, TX 78757
(30.3656096744378, -97.718846059432)",10124634,Routine Inspection
Flea Market #K (Corn Stand),78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800936,Routine Inspection
Flea Market # L (Snow Cones),78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2802136,Routine Inspection
Flea Market #I,78754,11/22/2014,93,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800526,Routine Inspection
Flea Market #X,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800530,Routine Inspection
Flea Market #B,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800519,Routine Inspection
Flea Market #stage,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800529,Routine Inspection
Flea Market #C,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800520,Routine Inspection
Flea Market #J,78754,11/22/2014,96,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800527,Routine Inspection
Flea Market #A,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800518,Routine Inspection
Flea Market #H,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800525,Routine Inspection
Flea Market #IC-1,78754,11/22/2014,100,"9500 E US 290 HWY
AUSTIN, TX 78754
(30.3315698923458, -97.630745960761)",2800528,Routine Inspection
